text,text_lower,lemma_lower,part_of_speech
coordination,coordination,coordination,NOUN
Ministry,ministry,ministry,PROPN
Finance,finance,finance,PROPN
Public,public,public,PROPN
Credit,credit,credit,PROPN
National,national,national,PROPN
Institute,institute,institute,PROPN
Indigenous,indigenous,indigenous,PROPN
Peoples,peoples,peoples,PROPN
INPI,inpi,inpi,PROPN
seven,seven,seven,NUM
regional,regional,regional,ADJ
assemblies,assemblies,assembly,NOUN
related,related,relate,VERB
transificant,transificant,transificant,ADJ
corridor,corridor,corridor,NOUN
held,held,hold,VERB
addition,addition,addition,NOUN
seven,seven,seven,NUM
meetings,meetings,meeting,NOUN
Monitoring,monitoring,monitoring,PROPN
Verification,verification,verification,PROPN
Committee,committee,committee,PROPN
held,held,hold,VERB
held,held,hold,VERB
Jaltepec,jaltepec,jaltepec,PROPN
de,de,de,PROPN
Candayoc,candayoc,candayoc,PROPN
Santa,santa,santa,PROPN
María,maría,maría,PROPN
Chimalapa,chimalapa,chimalapa,PROPN
Santiago,santiago,santiago,PROPN
Laollaga,laollaga,laollaga,PROPN
San,san,san,PROPN
Pedro,pedro,pedro,PROPN
Huamelula,huamelula,huamelula,PROPN
Salina,salina,salina,PROPN
Cruz,cruz,cruz,PROPN
state,state,state,NOUN
Oaxaca,oaxaca,oaxaca,PROPN
UxPanapa,uxpanapa,uxpanapa,PROPN
Oteapan,oteapan,oteapan,PROPN
State,state,state,PROPN
Veracruz,veracruz,veracruz,PROPN
Finally,finally,finally,ADV
meetings,meetings,meeting,NOUN
Inter,inter,inter,ADJ
institutional,institutional,institutional,ADJ
Technical,technical,technical,PROPN
Committee,committee,committee,PROPN
performed,performed,perform,VERB
Numerary,numerary,numerary,PROPN
Isthmus,isthmus,isthmus,PROPN
Development,development,development,PROPN
Program,program,program,PROPN
Tehuantepec,tehuantepec,tehuantepec,PROPN
Concept,concept,concept,PROPN
Numbers,numbers,numbers,PROPN
Regional,regional,regional,PROPN
Monitoring,monitoring,monitoring,PROPN
Verification,verification,verification,PROPN
Commissions,commissions,commissions,PROPN
Sessions,sessions,sessions,PROPN
Technical,technical,technical,PROPN
Committee,committee,committee,PROPN
Participating,participating,participating,PROPN
Entities,entities,entities,PROPN
Municipalities,municipalities,municipality,NOUN
Oaxaca,oaxaca,oaxaca,PROPN
Veracruz,veracruz,veracruz,PROPN
Municipalities,municipalities,municipalities,PROPN
Communities,communities,communities,PROPN
Total,total,total,ADJ
agreements,agreements,agreement,NOUN
Agreements,agreements,agreements,PROPN
Assembly,assembly,assembly,PROPN
Agreements,agreements,agreements,PROPN
Commission,commission,commission,PROPN
Total,total,total,PROPN
petitions,petitions,petition,NOUN
Initial,initial,initial,ADJ
requests,requests,request,NOUN
Assemblies,assemblies,assemblies,PROPN
Subsequent,subsequent,subsequent,ADJ
requests,requests,request,NOUN
Commissions,commissions,commissions,PROPN
Subsequent,subsequent,subsequent,ADJ
requests,requests,request,NOUN
April,april,april,PROPN
Santiago,santiago,santiago,PROPN
Laollaga,laollaga,laollaga,PROPN
Requests,requests,request,NOUN
Protocol,protocol,protocol,PROPN
Total,total,total,PROPN
Participations,participations,participations,PROPN
Participants,participants,participant,NOUN
Assembly,assembly,assembly,PROPN
Representatives,representatives,representatives,PROPN
Communities,communities,communities,PROPN
Federal,federal,federal,PROPN
State,state,state,PROPN
officials,officials,official,NOUN
Source,source,source,NOUN
Secretariat,secretariat,secretariat,PROPN
Government,government,government,PROPN
Free,free,free,ADJ
consultation,consultation,consultation,NOUN
previous,previous,previous,ADJ
informed,informed,inform,VERB
expansion,expansion,expansion,NOUN
enabling,enabling,enable,VERB
civil,civil,civil,ADJ
military,military,military,ADJ
mixed,mixed,mixed,ADJ
airport,airport,airport,NOUN
international,international,international,ADJ
category,category,category,NOUN
Number,number,number,PROPN
Military,military,military,PROPN
Base,base,base,PROPN
Saint,saint,saint,PROPN
Luciaó,luciaó,luciaó,PROPN
Indigenous,indigenous,indigenous,PROPN
Community,community,community,PROPN
San,san,san,PROPN
Miguel,miguel,miguel,PROPN
Xaltocan,xaltocan,xaltocan,PROPN
Nextlalpan,nextlalpan,nextlalpan,PROPN
State,state,state,PROPN
Mexico,mexico,mexico,PROPN
Participation,participation,participation,PROPN
promoted,promoted,promote,VERB
awareness,awareness,awareness,NOUN
consultation,consultation,consultation,NOUN
work,work,work,NOUN
Alewed,alewed,alewed,PROPN
Communities,communities,communities,PROPN
Saint,saint,saint,PROPN
Lucia,lucia,lucia,PROPN
Military,military,military,PROPN
Area,area,area,PROPN
Base,base,base,PROPN
collaboration,collaboration,collaboration,NOUN
Secretariat,secretariat,secretariat,PROPN
National,national,national,PROPN
Defense,defense,defense,PROPN
Secretariat,secretariat,secretariat,PROPN
Agricultural,agricultural,agricultural,PROPN
Territorial,territorial,territorial,PROPN
Urban,urban,urban,PROPN
Development,development,development,PROPN
IPI,ipi,ipi,PROPN
March,march,march,PROPN
Community,community,community,PROPN
General,general,general,PROPN
Assembly,assembly,assembly,PROPN
indigenous,indigenous,indigenous,ADJ
consultation,consultation,consultation,NOUN
carried,carried,carry,VERB
March,march,march,PROPN
Monitoring,monitoring,monitoring,PROPN
Verification,verification,verification,PROPN
Committee,committee,committee,PROPN
Agreements,agreements,agreements,PROPN
installed,installed,instal,VERB
April,april,april,PROPN
sessions,sessions,session,NOUN
framework,framework,framework,NOUN
consultation,consultation,consultation,NOUN
thematic,thematic,thematic,ADJ
work,work,work,NOUN
tables,tables,table,NOUN
water,water,water,NOUN
infrastructure,infrastructure,infrastructure,NOUN
land,land,land,NOUN
development,development,development,NOUN
installed,installed,instal,VERB
June,june,june,PROPN
generating,generating,generate,VERB
requests,requests,request,NOUN
reached,reached,reach,VERB
general,general,general,ADJ
agreements,agreements,agreement,NOUN
exercise,exercise,exercise,NOUN
citizen,citizen,citizen,NOUN
participation,participation,participation,NOUN
attended,attended,attend,VERB
people,people,people,NOUN
representatives,representatives,representative,NOUN
federal,federal,federal,ADJ
government,government,government,NOUN
Project,project,project,NOUN
Civilian,civilian,civilian,PROPN
Mixed,mixed,mixed,PROPN
Airport,airport,airport,PROPN
Military,military,military,PROPN
Military,military,military,PROPN
Base,base,base,PROPN
Number,number,number,PROPN
Saint,saint,saint,PROPN
LuciaóconcepttonMeroStamples,luciaóconcepttonmerostamples,luciaóconcepttonmerostample,NOUN
Sessions,sessions,sessions,PROPN
Monitoring,monitoring,monitoring,PROPN
Verification,verification,verification,PROPN
Commission,commission,commission,PROPN
Tables,tables,tables,PROPN
Working,working,working,PROPN
Thematic,thematic,thematic,PROPN
Sessions,sessions,sessions,PROPN
Theme,theme,theme,NOUN
Working,working,working,PROPN
Tables,tables,tables,PROPN
Assistants,assistants,assistants,PROPN
Community,community,community,PROPN
Representatives,representatives,representatives,PROPN
Federal,federal,federal,PROPN
Government,government,government,PROPN
Petitions,petitions,petitions,PROPN
General,general,general,PROPN
Agreements,agreements,agreements,PROPN
Source,source,source,NOUN
Secretariat,secretariat,secretariat,PROPN
Government,government,government,PROPN
Free,free,free,ADJ
consultation,consultation,consultation,NOUN
previous,previous,previous,ADJ
informed,informed,informed,ADJ
constitutional,constitutional,constitutional,ADJ
legal,legal,legal,ADJ
reform,reform,reform,NOUN
rights,rights,right,NOUN
Indigenous,indigenous,indigenous,PROPN
Peoples,peoples,peoples,PROPN
Afroomexican,afroomexican,afroomexican,PROPN
consultation,consultation,consultation,NOUN
process,process,process,NOUN
coordinated,coordinated,coordinate,VERB
INPIs,inpis,inpi,NOUN
prepare,prepare,prepare,VERB
initiatives,initiatives,initiative,NOUN
constitutional,constitutional,constitutional,ADJ
legal,legal,legal,ADJ
reform,reform,reform,NOUN
indigenous,indigenous,indigenous,ADJ
rights,rights,right,NOUN
exercise,exercise,exercise,NOUN
unprecedented,unprecedented,unprecedented,ADJ
participatory,participatory,participatory,ADJ
democracy,democracy,democracy,NOUN
attending,attending,attend,VERB
stipulated,stipulated,stipulated,NOUN
international,international,international,ADJ
treaties,treaties,treaty,NOUN
order,order,order,NOUN
listen,listen,listen,VERB
ideas,ideas,idea,NOUN
voices,voices,voice,NOUN
opinions,opinions,opinion,NOUN
indigenous,indigenous,indigenous,ADJ
peoples,peoples,people,NOUN
Afroomexican,afroomexican,afroomexican,PROPN
June,june,june,PROPN
August,august,august,PROPN
regional,regional,regional,ADJ
consultation,consultation,consultation,NOUN
forums,forums,forum,NOUN
indigenous,indigenous,indigenous,ADJ
Afroomexican,afroomexican,afroomexican,ADJ
communities,communities,community,NOUN
developed,developed,develop,VERB
Mexican,mexican,mexican,ADJ
territory,territory,territory,NOUN
forum,forum,forum,NOUN
city,city,city,NOUN
Los,los,los,PROPN
Angeles,angeles,angeles,PROPN
California,california,california,PROPN
United,united,united,PROPN
States,states,states,PROPN
America,america,america,PROPN
migrant,migrant,migrant,ADJ
indigenous,indigenous,indigenous,ADJ
population,population,population,NOUN
located,located,locate,VERB
country,country,country,NOUN
Finally,finally,finally,ADV
August,august,august,PROPN
National,national,national,PROPN
Forum,forum,forum,PROPN
held,held,hold,VERB
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
elected,elected,elect,VERB
representatives,representatives,representative,NOUN
regional,regional,regional,ADJ
forum,forum,forum,NOUN
attended,attended,attend,VERB
purpose,purpose,purpose,NOUN
exposing,exposing,expose,VERB
conclusions,conclusions,conclusion,NOUN
proposing,proposing,propose,VERB
general,general,general,ADJ
pronouncement,pronouncement,pronouncement,NOUN
consultation,consultation,consultation,NOUN
Numerary,numerary,numerary,PROPN
Consultation,consultation,consultation,PROPN
Indigenous,indigenous,indigenous,PROPN
Peoples,peoples,peoples,PROPN
Rights,rights,rights,PROPN
AfromexicanoConcept,afromexicanoconcept,afromexicanoconcept,PROPN
Regional,regional,regional,PROPN
Stimulus,stimulus,stimulus,PROPN
Indigenous,indigenous,indigenous,PROPN
Peoples,peoples,peoples,PROPN
Consulted,consulted,consult,VERB
Federal,federal,federal,PROPN
Entities,entities,entities,PROPN
Headquarters,headquarters,headquarters,PROPN
Participants,participants,participants,PROPN
Federal,federal,federal,PROPN
Entities,entities,entities,PROPN
Oaxaca,oaxaca,oaxaca,PROPN
Chiapas,chiapas,chiapas,PROPN
Puebla,puebla,puebla,PROPN
Guerrero,guerrero,guerrero,PROPN
Veracruz,veracruz,veracruz,PROPN
Michoacán,michoacán,michoacán,PROPN
Baja,baja,baja,PROPN
California,california,california,PROPN
Hidalgo,hidalgo,hidalgo,PROPN
Sonora,sonora,sonora,PROPN
Chihuahua,chihuahua,chihuahua,PROPN
Baja,baja,baja,PROPN
California,california,california,PROPN
Sur,sur,sur,PROPN
Campeche,campeche,campeche,PROPN
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
Coahuila,coahuila,coahuila,PROPN
Nuevo,nuevo,nuevo,PROPN
León,león,león,PROPN
Colima,colima,colima,PROPN
Durango,durango,durango,PROPN
State,state,state,PROPN
Mexico,mexico,mexico,PROPN
Guanajuato,guanajuato,guanajuato,PROPN
Jalisco,jalisco,jalisco,PROPN
Morelos,morelos,morelos,PROPN
Nayarit,nayarit,nayarit,PROPN
Querétaro,querétaro,querétaro,PROPN
Quintana,quintana,quintana,PROPN
Roo,roo,roo,PROPN
San,san,san,PROPN
Luis,luis,luis,PROPN
Potosí,potosí,potosí,PROPN
Sinaloa,sinaloa,sinaloa,PROPN
Tabasco,tabasco,tabasco,PROPN
Yucatán,yucatán,yucatán,PROPN
entity,entity,entity,NOUN
Source,source,source,NOUN
Secretariat,secretariat,secretariat,PROPN
Government,government,government,PROPN
energy,energy,energy,NOUN
matters,matters,matter,NOUN
participated,participated,participate,VERB
community,community,community,NOUN
working,working,working,NOUN
meetings,meetings,meeting,NOUN
attended,attended,attend,VERB
people,people,people,NOUN
pre,pre,pre,ADJ
consultation,consultation,consultation,ADJ
agreements,agreements,agreement,NOUN
phase,phase,phase,NOUN
Zapoteca,zapoteca,zapoteca,PROPN
Indigenous,indigenous,indigenous,PROPN
Community,community,community,PROPN
Union,union,union,PROPN
Hidalgo,hidalgo,hidalgo,PROPN
Ranchú,ranchú,ranchú,PROPN
Gunaa,gunaa,gunaa,PROPN
construction,construction,construction,NOUN
Operation,operation,operation,PROPN
Wind,wind,wind,PROPN
Central,central,central,PROPN
Gunaa,gunaa,gunaa,PROPN
Sicarú,sicarú,sicarú,PROPN
Oaxaca,oaxaca,oaxaca,PROPN
provisions,provisions,provision,NOUN
Article,article,article,NOUN
Law,law,law,PROPN
Electrical,electrical,electrical,PROPN
Industry,industry,industry,PROPN
points,points,point,VERB
order,order,order,NOUN
account,account,account,NOUN
interests,interests,interest,NOUN
rights,rights,right,NOUN
indigenous,indigenous,indigenous,ADJ
communities,communities,community,NOUN
peoples,peoples,people,NOUN
projects,projects,project,NOUN
electricity,electricity,electricity,NOUN
industry,industry,industry,NOUN
develop,develop,develop,VERB
Secretariat,secretariat,secretariat,PROPN
Energy,energy,energy,PROPN
carry,carry,carry,VERB
necessary,necessary,necessary,ADJ
consultation,consultation,consultation,NOUN
procedures,procedures,procedure,NOUN
activity,activity,activity,NOUN
Safeguard,safeguard,safeguard,PROPN
coordination,coordination,coordination,NOUN
Secretariat,secretariat,secretariat,PROPN
Government,government,government,PROPN
corresponding,corresponding,correspond,VERB
dependencies,dependencies,dependency,NOUN
Consultation,consultation,consultation,NOUN
construction,construction,construction,NOUN
operation,operation,operation,NOUN
Ticul,ticul,ticul,PROPN
Ticul,ticul,ticul,PROPN
Bó,bó,bó,PROPN
Solar,solar,solar,PROPN
Park,park,park,PROPN
sessions,sessions,session,NOUN
Advisory,advisory,advisory,PROPN
Assembly,assembly,assembly,PROPN
participation,participation,participation,NOUN
people,people,people,NOUN
town,town,town,NOUN
San,san,san,PROPN
José,josé,josé,PROPN
Tipceh,tipceh,tipceh,PROPN
Muna,muna,muna,PROPN
Yucatán,yucatán,yucatán,PROPN
April,april,april,PROPN
coordinated,coordinated,coordinate,VERB
previous,previous,previous,ADJ
phase,phase,phase,NOUN
consultation,consultation,consultation,NOUN
Community,community,community,PROPN
Plan,plan,plan,PROPN
Chac,chac,chac,PROPN
Municipality,municipality,municipality,PROPN
Sacalum,sacalum,sacalum,PROPN
Yucatán,yucatán,yucatán,PROPN
Revocation,revocation,revocation,NOUN
Initiative,initiative,initiative,NOUN
reforms,reforms,reform,VERB
provisions,provisions,provision,NOUN
Political,political,political,PROPN
Constitution,constitution,constitution,PROPN
United,united,united,PROPN
Mexican,mexican,mexican,PROPN
States,states,states,PROPN
CPEM,cpem,cpem,PROPN
presented,presented,present,VERB
terms,terms,term,NOUN
revocation,revocation,revocation,NOUN
mandate,mandate,mandate,NOUN
purpose,purpose,purpose,NOUN
Articles,articles,articles,PROPN
modified,modified,modify,VERB
Political,political,political,PROPN
Constitution,constitution,constitution,PROPN
United,united,united,PROPN
Mexican,mexican,mexican,PROPN
States,states,states,PROPN
aims,aims,aim,VERB
establish,establish,establish,VERB
procedure,procedure,procedure,NOUN
revocation,revocation,revocation,NOUN
mandate,mandate,mandate,NOUN
President,president,president,PROPN
Republic,republic,republic,PROPN
proposed,proposed,propose,VERB
highlights,highlights,highlight,NOUN
Determine,determine,determine,VERB
citizen,citizen,citizen,NOUN
right,right,right,NOUN
voting,voting,vote,VERB
revocation,revocation,revocation,NOUN
processes,processes,process,NOUN
mandate,mandate,mandate,NOUN
information,information,information,NOUN
obtained,obtained,obtain,VERB
legislative,legislative,legislative,ADJ
information,information,information,NOUN
system,system,system,NOUN
HTTP,http,http,PROPN
Libreria,libreria,libreria,PROPN
php,php,php,PROPN
Sid,sid,sid,PROPN
key,key,key,NOUN
held,held,hold,VERB
day,day,day,NOUN
Electoral,electoral,electoral,PROPN
Day,day,day,PROPN
federal,federal,federal,ADJ
deputies,deputies,deputy,NOUN
chosen,chosen,choose,VERB
Indicate,indicate,indicate,VERB
revocation,revocation,revocation,NOUN
process,process,process,NOUN
requested,requested,request,VERB
Chambers,chambers,chambers,PROPN
Honorable,honorable,honorable,ADJ
Congress,congress,congress,PROPN
Union,union,union,PROPN
ordinary,ordinary,ordinary,ADJ
period,period,period,NOUN
second,second,second,ADJ
year,year,year,NOUN
corresponding,corresponding,correspond,VERB
legislature,legislature,legislature,NOUN
Stipulate,stipulate,stipulate,VERB
revocation,revocation,revocation,NOUN
mandate,mandate,mandate,NOUN
convened,convened,convene,VERB
Congress,congress,congress,PROPN
Union,union,union,PROPN
request,request,request,NOUN
President,president,president,PROPN
Republic,republic,republic,PROPN
ii,ii,ii,X
equivalent,equivalent,equivalent,NOUN
members,members,member,NOUN
Chambers,chambers,chambers,PROPN
Congress,congress,congress,PROPN
Union,union,union,PROPN
iii,iii,iii,NOUN
citizens,citizens,citizen,NOUN
enrolled,enrolled,enrol,VERB
nominal,nominal,nominal,ADJ
voter,voter,voter,NOUN
list,list,list,NOUN
equivalent,equivalent,equivalent,ADJ
number,number,number,NOUN
valid,valid,valid,ADJ
votes,votes,vote,NOUN
issued,issued,issue,VERB
election,election,election,NOUN
President,president,president,PROPN
Republic,republic,republic,PROPN
obtained,obtained,obtain,VERB
triumph,triumph,triumph,NOUN
indicate,indicate,indicate,VERB
revocation,revocation,revocation,NOUN
determined,determined,determine,VERB
absolute,absolute,absolute,ADJ
majority,majority,majority,NOUN
votes,votes,vote,NOUN
favor,favor,favor,NOUN
long,long,long,ADV
voters,voters,voter,NOUN
registered,registered,register,VERB
nominal,nominal,nominal,ADJ
list,list,list,NOUN
concur,concur,concur,NOUN
Detail,detail,detail,PROPN
terms,terms,term,NOUN
instances,instances,instance,NOUN
result,result,result,NOUN
challenged,challenged,challenge,VERB
empower,empower,empower,NOUN
Congress,congress,congress,PROPN
Union,union,union,PROPN
legislate,legislate,legislate,VERB
field,field,field,NOUN
b,b,b,X
Superior,superior,superior,PROPN
Room,room,room,PROPN
Electoral,electoral,electoral,PROPN
Tribunal,tribunal,tribunal,PROPN
Judicial,judicial,judicial,PROPN
Power,power,power,PROPN
Federation,federation,federation,PROPN
carry,carry,carry,VERB
final,final,final,ADJ
computation,computation,computation,NOUN
mandate,mandate,mandate,NOUN
revocation,revocation,revocation,NOUN
process,process,process,NOUN
President,president,president,PROPN
United,united,united,PROPN
Mexican,mexican,mexican,PROPN
States,states,states,PROPN
March,march,march,PROPN
approved,approved,approve,VERB
Chamber,chamber,chamber,PROPN
Deputies,deputies,deputies,PROPN
Turnada,turnada,turnada,PROPN
Review,review,review,PROPN
Chamber,chamber,chamber,PROPN
said,said,say,VERB
Minute,minute,minute,PROPN
received,received,receive,VERB
Senate,senate,senate,PROPN
Republic,republic,republic,PROPN
March,march,march,PROPN
currently,currently,currently,ADV
pending,pending,pende,VERB
commissions,commissions,commission,NOUN
Popular,popular,popular,PROPN
Consultation,consultation,consultation,PROPN
Government,government,government,PROPN
Mexico,mexico,mexico,PROPN
works,works,work,VERB
promote,promote,promote,VERB
construction,construction,construction,NOUN
citizens,citizens,citizen,NOUN
exercise,exercise,exercise,NOUN
requirement,requirement,requirement,NOUN
rights,rights,right,NOUN
compliance,compliance,compliance,NOUN
obligations,obligations,obligation,NOUN
encourage,encourage,encourage,VERB
participation,participation,participation,NOUN
democratic,democratic,democratic,ADJ
governance,governance,governance,NOUN
amendment,amendment,amendment,NOUN
Article,article,article,NOUN
CPEUM,cpeum,cpeum,PROPN
refers,refers,refer,VERB
redesigning,redesigning,redesign,VERB
constitutional,constitutional,constitutional,ADJ
bases,bases,basis,NOUN
related,related,relate,VERB
popular,popular,popular,ADJ
consultation,consultation,consultation,NOUN
purpose,purpose,purpose,NOUN
making,making,make,VERB
affordable,affordable,affordable,ADJ
mechanism,mechanism,mechanism,NOUN
citizens,citizens,citizen,NOUN
useful,useful,useful,ADJ
tool,tool,tool,NOUN
participation,participation,participation,NOUN
public,public,public,ADJ
policies,policies,policy,NOUN
According,according,accord,VERB
portal,portal,portal,NOUN
Legislative,legislative,legislative,PROPN
Information,information,information,PROPN
System,system,system,PROPN
Minute,minute,minute,PROPN
Decree,decree,decree,PROPN
Draft,draft,draft,PROPN
amending,amending,amend,VERB
Article,article,article,NOUN
Constitution,constitution,constitution,PROPN
terms,terms,term,NOUN
popular,popular,popular,ADJ
consultation,consultation,consultation,NOUN
approved,approved,approve,VERB
Chamber,chamber,chamber,PROPN
Deputies,deputies,deputies,PROPN
March,march,march,PROPN
sent,sent,send,VERB
Senate,senate,senate,PROPN
Republic,republic,republic,PROPN
month,month,month,NOUN
year,year,year,NOUN
pending,pending,pende,VERB
commissions,commissions,commission,NOUN
Send,send,send,VERB
obeying,obeying,obey,VERB
listening,listening,listening,NOUN
dialogue,dialogue,dialogue,NOUN
new,new,new,ADJ
way,way,way,NOUN
rule,rule,rule,NOUN
Government,government,government,PROPN
Mexico,mexico,mexico,PROPN
implemented,implemented,implement,VERB
new,new,new,ADJ
dynamics,dynamics,dynamic,NOUN
resolution,resolution,resolution,NOUN
conflicts,conflicts,conflict,NOUN
strengthen,strengthen,strengthen,VERB
democratic,democratic,democratic,ADJ
governance,governance,governance,NOUN
avoid,avoid,avoid,VERB
use,use,use,NOUN
force,force,force,NOUN
promote,promote,promote,VERB
peaceful,peaceful,peaceful,ADJ
concertation,concertation,concertation,NOUN
social,social,social,ADJ
actors,actors,actor,NOUN
organizations,organizations,organization,NOUN
logic,logic,logic,NOUN
exercising,exercising,exercise,VERB
power,power,power,NOUN
listening,listening,listening,NOUN
incorporating,incorporating,incorporate,VERB
Population,population,population,PROPN
opinions,opinions,opinion,NOUN
dependencies,dependencies,dependency,NOUN
entities,entities,entity,NOUN
APF,apf,apf,NOUN
attend,attend,attend,VERB
follow,follow,follow,VERB
demands,demands,demand,NOUN
popular,popular,popular,ADJ
business,business,business,NOUN
civil,civil,civil,ADJ
society,society,society,NOUN
sectors,sectors,sector,NOUN
order,order,order,NOUN
prevent,prevent,prevent,VERB
demands,demands,demand,NOUN
derived,derived,derive,VERB
violent,violent,violent,ADJ
movements,movements,movement,NOUN
specific,specific,specific,ADJ
actions,actions,action,NOUN
instances,instances,instance,NOUN
Executive,executive,executive,PROPN
Power,power,power,PROPN
prioritize,prioritize,prioritize,VERB
negotiation,negotiation,negotiation,NOUN
approach,approach,approach,NOUN
social,social,social,ADJ
groups,groups,group,NOUN
concertation,concertation,concertation,NOUN
tables,tables,table,NOUN
addition,addition,addition,NOUN
principal,principal,principal,ADJ
protection,protection,protection,NOUN
protocols,protocols,protocol,NOUN
headquarters,headquarters,headquarters,NOUN
federal,federal,federal,ADJ
dependencies,dependencies,dependency,NOUN
order,order,order,NOUN
maintain,maintain,maintain,VERB
environment,environment,environment,NOUN
peace,peace,peace,NOUN
respecting,respecting,respect,VERB
human,human,human,ADJ
right,right,right,NOUN
manifest,manifest,manifest,VERB
new,new,new,ADJ
dynamics,dynamics,dynamic,NOUN
attention,attention,attention,NOUN
social,social,social,ADJ
organizations,organizations,organization,NOUN
private,private,private,ADJ
citizens,citizens,citizen,NOUN
federal,federal,federal,ADJ
government,government,government,NOUN
December,december,december,PROPN
June,june,june,PROPN
following,following,follow,VERB
arrangements,arrangements,arrangement,NOUN
registered,registered,register,VERB
Attention,attention,attention,NOUN
institutional,institutional,institutional,ADJ
way,way,way,NOUN
requests,requests,request,NOUN
directed,directed,direct,VERB
National,national,national,PROPN
Palace,palace,palace,PROPN
Secretary,secretary,secretary,PROPN
Government,government,government,PROPN
demands,demands,demand,NOUN
channeled,channeled,channel,VERB
agencies,agencies,agency,NOUN
entities,entities,entity,NOUN
APF,apf,apf,PROPN
awareness,awareness,awareness,NOUN
audiences,audiences,audience,NOUN
situations,situations,situation,NOUN
generated,generated,generate,VERB
criticism,criticism,criticism,NOUN
caused,caused,cause,VERB
mobilizations,mobilizations,mobilization,NOUN
protests,protests,protest,NOUN
relaxed,relaxed,relax,VERB
dialogue,dialogue,dialogue,NOUN
concertation,concertation,concertation,NOUN
Citizen,citizen,citizen,PROPN
Care,care,care,PROPN
Module,module,module,PROPN
operating,operating,operate,VERB
December,december,december,PROPN
National,national,national,PROPN
Palace,palace,palace,PROPN
provides,provides,provide,VERB
permanent,permanent,permanent,ADJ
attention,attention,attention,NOUN
population,population,population,NOUN
average,average,average,NOUN
people,people,people,NOUN
daily,daily,daily,ADV
actions,actions,action,NOUN
federal,federal,federal,ADJ
administrative,administrative,administrative,ADJ
instances,instances,instance,NOUN
comply,comply,comply,VERB
mission,mission,mission,NOUN
relative,relative,relative,ADJ
citizens,citizens,citizen,NOUN
kindness,kindness,kindness,NOUN
public,public,public,ADJ
offices,offices,office,NOUN
Peaceful,peaceful,peaceful,ADJ
agreement,agreement,agreement,NOUN
actors,actors,actor,NOUN
social,social,social,ADJ
organizations,organizations,organization,NOUN
civil,civil,civil,ADJ
society,society,society,NOUN
relevant,relevant,relevant,ADJ
establish,establish,establish,VERB
effective,effective,effective,ADJ
coordination,coordination,coordination,NOUN
different,different,different,ADJ
instances,instances,instance,NOUN
government,government,government,NOUN
orders,orders,order,NOUN
order,order,order,NOUN
listen,listen,listen,VERB
address,address,address,VERB
demands,demands,demand,NOUN
allows,allows,allow,VERB
generating,generating,generate,VERB
necessary,necessary,necessary,ADJ
conditions,conditions,condition,NOUN
promote,promote,promote,VERB
construction,construction,construction,NOUN
agreements,agreements,agreement,NOUN
governance,governance,governance,NOUN
secretariat,secretariat,secretariat,NOUN
focuses,focuses,focus,VERB
establishing,establishing,establish,VERB
mechanisms,mechanisms,mechanism,NOUN
encourage,encourage,encourage,VERB
dialogue,dialogue,dialogue,NOUN
parties,parties,party,NOUN
conflict,conflict,conflict,NOUN
situations,situations,situation,NOUN
regard,regard,regard,NOUN
December,december,december,PROPN
July,july,july,PROPN
following,following,follow,VERB
activities,activities,activity,NOUN
held,held,hold,VERB
Care,care,care,PROPN
Tables,tables,tables,PROPN
attention,attention,attention,NOUN
tables,tables,table,NOUN
installed,installed,instal,VERB
derived,derived,derive,VERB
meetings,meetings,meeting,NOUN
meet,meet,meet,VERB
demands,demands,demand,NOUN
social,social,social,ADJ
organizations,organizations,organization,NOUN
civil,civil,civil,ADJ
society,society,society,NOUN
environment,environment,environment,NOUN
respect,respect,respect,NOUN
open,open,open,ADJ
transparent,transparent,transparent,ADJ
dialogue,dialogue,dialogue,NOUN
addition,addition,addition,NOUN
meetings,meetings,meeting,NOUN
completed,completed,complete,VERB
associations,associations,association,NOUN
including,including,include,VERB
Greenpeace,greenpeace,greenpeace,PROPN
United,united,united,PROPN
Nations,nations,nations,PROPN
Development,development,development,PROPN
Program,program,program,PROPN
Ceiling,ceiling,ceiling,PROPN
Article,article,article,PROPN
Doctors,doctors,doctor,NOUN
Borders,borders,borders,PROPN
Centro,centro,centro,PROPN
Mario,mario,mario,PROPN
Molina,molina,molina,PROPN
Mexican,mexican,mexican,PROPN
Institute,institute,institute,PROPN
Competitiveness,competitiveness,competitiveness,PROPN
AC,ac,ac,PROPN
Mexico,mexico,mexico,PROPN
Evalua,evalua,evalua,PROPN
Oxfam,oxfam,oxfam,PROPN
National,national,national,PROPN
Observatory,observatory,observatory,PROPN
Citizen,citizen,citizen,PROPN
NosotRXS,nosotrxs,nosotrxs,PROPN
identify,identify,identify,VERB
specific,specific,specific,ADJ
diagnoses,diagnoses,diagnosis,NOUN
programs,programs,program,NOUN
Training,training,training,NOUN
social,social,social,ADJ
organizations,organizations,organization,NOUN
March,march,march,PROPN
event,event,event,NOUN
Expo,expo,expo,PROPN
Government,government,government,PROPN
aimed,aimed,aim,VERB
advise,advise,advise,VERB
present,present,present,ADJ
social,social,social,ADJ
organizations,organizations,organization,NOUN
rules,rules,rule,NOUN
operation,operation,operation,NOUN
programs,programs,program,NOUN
apply,apply,apply,VERB
obtain,obtain,obtain,VERB
support,support,support,NOUN
Government,government,government,PROPN
